Student_ID,Attendance,Quiz_Score,Assignment_Score,Understanding_Level
S4620,72.22,96.35,84.3,Good
S4621,82.96,79.99,73.89,Good
S4622,71.99,89.95,54.07,Good
S4623,84.87,98.82,57.07,Good
S4624,81.7,93.02,87.28,Excellent
S4625,55.73,77.9,66.43,Average
S4626,89.05,68.19,75.38,Good
S4627,86.03,74.12,88.33,Good
S4628,82.79,92.09,87.56,Excellent
S4629,57.75,92.67,58.35,Average
S4630,63.4,92.29,54.92,Average
S4631,69.66,79.86,79.56,Good
S4632,64.0,73.85,87.08,Good
S4633,61.39,65.57,57.45,Average
S4634,90.27,50.17,68.6,Good
S4635,81.91,88.22,93.51,Excellent
S4636,78.27,63.85,97.21,Good
S4637,61.3,66.48,72.7,Average
S4638,95.9,92.17,53.98,Good
S4639,59.56,52.61,62.88,Poor
S4640,89.75,96.38,61.65,Good
S4641,98.33,50.07,61.95,Good
S4642,86.35,96.96,74.69,Excellent
S4643,99.64,72.74,79.16,Excellent
S4644,82.55,55.11,56.13,Average
S4645,60.87,83.71,94.47,Good
S4646,60.19,94.79,81.0,Good
S4647,66.23,71.9,79.86,Good
S4648,50.36,84.57,99.36,Good
S4649,84.08,98.97,81.41,Excellent
S4650,63.43,62.04,96.45,Good
S4651,90.76,91.02,64.31,Good
S4652,67.96,64.76,62.01,Average
S4653,74.0,71.32,75.83,Good
S4654,98.28,64.09,75.43,Good
S4655,62.11,72.3,61.32,Average
S4656,86.06,50.25,84.98,Good
S4657,87.76,65.17,51.48,Good
S4658,61.05,72.26,84.53,Good
S4659,75.05,81.61,72.86,Good
S4660,67.51,81.87,84.45,Good
S4661,88.6,79.19,73.85,Good
S4662,81.12,64.65,98.87,Good
S4663,73.8,97.37,66.73,Good
S4664,88.97,69.6,99.13,Excellent
S4665,61.76,60.84,53.25,Poor
S4666,87.68,77.73,84.19,Good
S4667,93.27,87.45,72.71,Excellent
S4668,93.93,50.61,91.11,Good
S4669,89.18,63.82,89.48,Good
S4670,70.4,91.25,90.01,Good
S4671,99.09,75.35,54.74,Good
S4672,68.98,70.42,91.12,Good
S4673,81.93,96.55,60.7,Good
S4674,58.05,54.48,51.28,Poor
S4675,99.02,80.78,60.89,Good
S4676,85.2,67.11,73.96,Good
S4677,87.67,53.54,87.11,Good
S4678,53.29,60.69,60.93,Poor
S4679,88.17,81.4,55.65,Good
S4680,88.74,51.41,82.3,Good
S4681,83.59,79.61,99.19,Excellent
S4682,64.6,97.84,80.04,Good
S4683,74.48,89.75,84.55,Good
S4684,55.52,67.28,78.06,Average
S4685,73.58,56.91,89.12,Good
S4686,62.19,73.25,98.79,Good
S4687,67.45,69.65,77.21,Good
S4688,58.13,98.59,70.84,Good
S4689,61.5,99.49,93.02,Good
S4690,53.83,70.53,98.49,Good
S4691,96.0,57.44,56.46,Good
S4692,76.52,95.53,78.91,Good
S4693,69.84,89.68,89.62,Good
S4694,76.75,75.56,76.67,Good
S4695,81.41,68.27,70.46,Good
S4696,96.09,72.41,82.76,Good
S4697,58.93,95.09,63.51,Good
S4698,64.78,59.23,67.46,Average
S4699,98.79,90.34,99.61,Excellent
S4700,68.56,50.91,81.82,Average
S4701,51.13,96.03,93.65,Good
S4702,57.38,75.01,90.39,Good
S4703,51.32,61.34,82.61,Average
S4704,99.5,50.14,92.04,Good
S4705,63.94,77.98,64.36,Average
S4706,96.18,62.22,81.86,Good
S4707,99.79,81.56,79.53,Excellent
S4708,79.99,64.06,81.12,Good
S4709,51.66,54.4,58.43,Poor
S4710,54.08,75.25,63.86,Average
S4711,74.08,78.22,64.33,Good
S4712,70.31,72.63,80.1,Good
S4713,80.31,72.9,98.63,Good
S4714,71.94,79.48,97.7,Good
S4715,96.7,76.32,61.36,Good
S4716,76.74,56.63,65.24,Average
S4717,84.69,59.85,51.8,Average
S4718,94.82,57.09,69.94,Good
S4719,57.34,84.66,91.73,Good
S4720,61.49,76.43,95.79,Good
S4721,55.37,71.49,61.82,Average
S4722,56.98,89.92,63.29,Average
S4723,75.63,66.29,61.04,Average
S4724,66.06,78.41,67.51,Good
S4725,71.16,53.72,90.24,Good
S4726,99.12,87.22,82.34,Excellent
S4727,57.84,84.76,89.3,Good
S4728,77.04,90.12,79.15,Good
S4729,54.94,94.22,62.89,Average
S4730,65.92,87.9,61.4,Good
S4731,76.38,92.22,50.45,Good
S4732,97.33,67.28,89.05,Excellent
S4733,69.56,67.17,92.36,Good
S4734,53.25,97.22,88.41,Good
S4735,69.41,95.73,53.72,Good
S4736,57.29,77.42,88.11,Good
S4737,61.5,68.33,52.29,Average
S4738,80.9,93.3,55.28,Good
S4739,53.37,66.17,72.02,Average
S4740,73.24,57.68,73.81,Average
S4741,80.47,81.97,90.81,Good
S4742,71.09,52.13,83.98,Average
S4743,50.96,68.96,57.67,Poor
S4744,99.28,90.38,61.31,Excellent
S4745,68.36,64.76,64.28,Average
S4746,88.93,96.57,56.18,Good
S4747,66.28,97.79,64.38,Good
S4748,73.75,90.79,86.43,Good
S4749,69.42,99.38,62.07,Good
S4750,67.13,76.54,91.77,Good
S4751,51.09,78.46,73.48,Average
S4752,68.0,91.81,66.15,Good
S4753,94.47,74.64,70.62,Good
S4754,84.52,70.34,85.47,Good
S4755,57.27,80.74,75.84,Average
S4756,79.56,82.88,50.36,Good
S4757,94.61,87.54,96.12,Excellent
S4758,85.0,83.41,53.3,Good
S4759,57.43,87.29,96.93,Good
S4760,93.39,83.73,51.41,Good
S4761,65.08,74.02,88.55,Good
S4762,72.7,56.75,76.73,Average
S4763,76.31,89.27,75.29,Good
S4764,92.53,51.54,53.64,Average
S4765,96.58,99.63,61.94,Excellent
S4766,96.48,91.42,88.88,Excellent
S4767,50.4,83.55,94.56,Good
S4768,96.09,98.33,76.46,Excellent
S4769,52.72,80.62,67.67,Average
S4770,63.29,52.82,53.0,Poor
S4771,75.75,77.97,84.11,Good
S4772,74.0,63.86,63.92,Average
S4773,80.24,68.47,52.75,Average
S4774,73.97,72.98,83.29,Good
S4775,96.72,88.73,74.29,Excellent
S4776,62.03,75.15,50.6,Average
S4777,63.7,73.73,55.55,Average
S4778,96.04,65.1,84.96,Good
S4779,53.84,76.99,53.18,Average
S4780,80.48,62.42,93.3,Good
S4781,84.09,63.05,65.57,Good
S4782,75.28,87.86,54.43,Good
S4783,84.71,67.13,87.99,Good
S4784,58.64,52.57,76.22,Average
S4785,92.63,67.18,65.33,Good
S4786,57.0,81.93,70.3,Average
S4787,70.04,90.7,51.07,Good
S4788,53.76,98.1,83.13,Good
S4789,77.26,87.31,68.29,Good
S4790,83.49,71.44,85.7,Good
S4791,97.06,64.96,81.41,Good
S4792,86.97,56.48,82.56,Good
S4793,77.06,81.38,89.64,Good
S4794,96.63,75.49,81.56,Excellent
S4795,73.92,83.89,70.94,Good
S4796,78.06,61.86,69.5,Good
S4797,79.8,66.18,55.98,Average
S4798,70.5,64.6,88.97,Good
S4799,91.92,89.88,88.06,Excellent
S4800,59.26,58.56,62.31,Poor
S4801,77.74,80.42,93.13,Good
S4802,86.11,52.57,79.45,Good
S4803,95.2,77.48,73.93,Good
S4804,94.2,53.2,50.87,Average
S4805,75.44,58.79,69.14,Average
S4806,82.16,55.65,82.03,Good
S4807,69.71,67.34,54.49,Average
S4808,73.41,67.19,72.98,Good
S4809,95.31,91.32,99.67,Excellent
S4810,96.54,61.28,85.83,Good
S4811,94.77,54.32,77.34,Good
S4812,56.92,80.18,76.65,Average
S4813,92.5,84.37,52.19,Good
S4814,97.42,64.74,97.87,Excellent
S4815,68.06,80.14,96.41,Good
S4816,75.93,88.8,84.12,Good
S4817,88.95,67.38,54.95,Good
S4818,78.1,76.27,60.39,Good
S4819,99.67,57.33,59.2,Good
S4820,72.79,51.18,75.98,Average
S4821,85.7,99.07,60.39,Good
S4822,89.63,64.99,84.79,Good
S4823,74.71,63.95,77.26,Good
S4824,92.85,98.66,50.88,Good
S4825,77.31,86.41,87.2,Good
S4826,70.58,79.26,59.44,Average
S4827,55.39,84.97,91.24,Good
S4828,69.67,85.5,67.75,Good
S4829,86.7,88.17,66.93,Good
S4830,96.06,53.36,50.59,Average
S4831,62.58,70.64,99.39,Good
S4832,67.76,64.76,80.6,Good
S4833,57.7,53.53,71.14,Average
S4834,84.54,70.63,54.83,Good
S4835,98.01,80.81,84.96,Excellent
S4836,82.05,58.92,64.14,Average
S4837,80.85,65.25,99.41,Good
S4838,77.67,81.96,97.53,Good
S4839,54.42,78.97,86.76,Good
S4840,86.48,93.44,98.55,Excellent
S4841,80.1,89.56,55.28,Good
S4842,83.07,98.28,64.0,Good
S4843,94.94,79.86,62.66,Good
S4844,89.2,84.92,53.6,Good
S4845,89.05,93.03,98.61,Excellent
S4846,96.36,92.0,53.0,Good
S4847,99.5,85.94,92.83,Excellent
S4848,79.06,75.01,88.41,Good
S4849,55.44,63.66,68.79,Average
S4850,72.96,93.86,50.94,Good
S4851,89.38,88.83,50.3,Good
S4852,51.39,91.9,60.2,Average
S4853,52.84,57.04,74.69,Average
S4854,53.36,65.74,72.9,Average
S4855,86.55,71.24,79.26,Good
S4856,75.06,91.92,88.6,Good
S4857,68.44,94.64,68.87,Good
S4858,55.28,64.24,58.02,Poor
S4859,86.61,84.32,90.0,Excellent
S4860,66.05,53.89,66.63,Average
S4861,63.27,70.48,64.34,Average
S4862,82.62,74.33,88.22,Good
S4863,77.95,88.28,96.71,Excellent
S4864,68.12,94.6,95.75,Good
S4865,82.07,66.86,56.87,Average
S4866,63.56,76.39,75.16,Good
S4867,89.74,82.37,54.64,Good
S4868,61.47,66.43,98.05,Good
S4869,57.94,99.28,60.76,Good
S4870,89.12,93.79,59.87,Good
S4871,85.39,64.82,94.44,Good
S4872,59.13,75.4,98.39,Good
S4873,55.81,61.54,84.88,Average
S4874,91.92,75.73,56.05,Good
S4875,88.83,84.17,74.29,Good
S4876,66.36,54.28,90.83,Good
S4877,82.91,93.51,78.62,Good
S4878,56.21,79.69,56.63,Average
S4879,75.35,99.48,58.59,Good
S4880,50.94,51.28,93.21,Average
S4881,69.58,91.57,76.35,Good
S4882,53.74,89.6,85.29,Good
S4883,73.76,56.64,68.65,Average
S4884,71.08,66.77,76.62,Good
S4885,72.22,94.24,98.86,Excellent
S4886,52.27,75.92,66.49,Average
S4887,68.08,70.06,83.74,Good
S4888,87.82,95.27,58.63,Good
S4889,68.45,54.67,56.09,Average
S4890,85.76,73.66,89.18,Good
S4891,68.47,82.62,92.21,Good
S4892,71.16,80.43,83.42,Good
S4893,78.19,63.21,57.91,Average
S4894,97.53,78.17,62.03,Good
S4895,55.44,85.43,95.56,Good
S4896,51.65,79.24,64.44,Average
S4897,80.4,84.22,90.94,Good
S4898,97.45,62.8,64.3,Good
S4899,99.49,91.64,96.97,Excellent
S4900,74.21,72.48,95.72,Good
S4901,73.4,99.36,52.16,Good
S4902,82.25,51.16,88.52,Good
S4903,77.78,69.02,58.47,Average
S4904,81.7,59.02,60.76,Average
S4905,93.7,77.78,72.99,Good
S4906,87.32,62.16,78.82,Good
S4907,74.84,86.87,66.29,Good
S4908,73.09,94.09,78.77,Good
S4909,81.98,60.54,58.53,Average
S4910,72.79,58.03,51.12,Average
S4911,72.89,93.77,78.56,Good
S4912,50.82,68.06,75.87,Average
S4913,58.7,71.73,84.48,Good
S4914,74.43,61.05,82.49,Good
S4915,91.13,71.27,94.87,Excellent
S4916,63.94,61.57,72.97,Average
S4917,76.13,83.3,50.42,Good
S4918,67.25,74.94,81.53,Good
S4919,55.24,89.4,83.76,Good
S4920,97.91,65.64,76.07,Good
S4921,92.73,75.28,84.47,Excellent
S4922,53.92,62.98,66.18,Average
S4923,85.99,96.72,57.44,Good
S4924,67.38,76.1,83.23,Good
S4925,99.74,58.67,62.26,Good
S4926,65.12,63.64,72.82,Average
S4927,61.94,54.15,74.58,Average
S4928,78.39,51.39,73.86,Average
S4929,91.76,76.3,79.92,Good
S4930,59.63,66.86,51.47,Poor
S4931,85.47,98.19,99.48,Excellent
S4932,53.07,58.57,85.82,Average
S4933,95.95,89.7,71.27,Excellent
S4934,54.05,65.8,59.57,Poor
S4935,95.71,61.18,54.01,Good
S4936,74.54,98.48,83.61,Good
S4937,72.4,90.13,65.85,Good
S4938,98.67,81.53,61.47,Good
S4939,99.52,84.86,69.0,Excellent
S4940,82.51,99.57,79.65,Excellent
S4941,56.36,79.66,83.59,Good
S4942,75.31,55.1,82.26,Good
S4943,76.46,53.24,93.16,Good
S4944,75.72,83.33,60.94,Good
S4945,78.47,82.88,81.84,Good
S4946,50.94,87.41,55.06,Average
S4947,85.56,55.44,77.4,Good
S4948,85.62,97.25,79.2,Excellent
S4949,55.77,77.56,60.81,Average
S4950,78.51,82.48,69.58,Good
S4951,78.42,51.74,91.36,Good
S4952,84.12,98.05,57.42,Good
S4953,54.27,78.13,71.73,Average
S4954,81.33,78.17,96.64,Good
S4955,64.04,97.18,75.21,Good
S4956,75.35,96.47,86.26,Good
S4957,88.67,61.01,91.34,Good
S4958,85.28,96.55,60.19,Good
S4959,55.95,86.83,60.91,Average
S4960,79.56,50.95,87.93,Good
S4961,98.46,61.99,87.67,Good
S4962,57.84,70.65,53.01,Average
S4963,92.65,79.14,66.12,Good
S4964,85.13,85.07,69.93,Good
S4965,88.7,60.51,91.45,Good
S4966,64.1,91.84,71.09,Good
S4967,64.39,92.29,96.3,Good
S4968,95.3,81.75,99.83,Excellent
S4969,67.99,96.05,89.04,Good
S4970,53.15,90.65,83.32,Good
S4971,80.03,61.08,69.59,Good
S4972,56.24,89.93,53.35,Average
S4973,89.83,97.66,78.66,Excellent
S4974,82.09,56.88,68.09,Good
S4975,93.74,98.93,67.54,Excellent
S4976,89.24,51.25,84.39,Good
S4977,55.61,76.11,73.18,Average
S4978,69.05,88.69,87.6,Good
S4979,88.73,89.52,69.91,Good
S4980,70.87,86.73,57.54,Good
S4981,98.62,76.47,73.07,Good
S4982,86.79,82.55,97.55,Excellent
S4983,50.77,85.0,90.08,Good
S4984,94.0,74.73,60.29,Good
S4985,55.04,79.78,69.57,Average
S4986,57.03,92.32,96.39,Good
S4987,86.72,65.64,56.18,Good
S4988,93.25,76.16,62.7,Good
S4989,76.82,50.42,63.11,Average
S4990,64.45,84.37,78.55,Good
S4991,67.57,59.77,70.54,Average
S4992,67.14,74.05,53.99,Average
S4993,66.33,60.51,81.46,Average
S4994,62.15,51.18,54.95,Poor
S4995,80.44,74.16,80.32,Good
S4996,95.02,71.24,75.35,Good
S4997,65.35,71.26,74.68,Average
S4998,59.33,60.44,53.37,Poor
S4999,91.93,97.36,81.96,Excellent
S5000,87.09,50.18,71.57,Good
S5001,96.54,94.58,70.56,Excellent
S5002,58.28,86.85,79.82,Good
S5003,57.21,58.6,80.31,Average
S5004,77.07,73.61,50.75,Average
S5005,80.72,99.44,56.26,Good
S5006,74.01,82.18,61.83,Good
S5007,79.95,56.37,83.9,Good
S5008,59.02,72.88,78.84,Average
S5009,73.98,73.41,87.88,Good
S5010,82.9,90.11,87.03,Excellent
S5011,71.64,95.81,92.66,Excellent
S5012,83.97,54.11,68.84,Good
S5013,72.56,65.7,67.25,Average
S5014,66.68,64.92,91.55,Good
S5015,65.18,99.8,61.88,Good
S5016,70.55,77.96,73.06,Good
S5017,51.15,93.99,59.72,Average
S5018,83.43,71.3,95.69,Good
S5019,92.26,86.14,70.39,Good
S5020,67.73,64.33,60.62,Average
S5021,52.3,95.59,84.6,Good
S5022,99.34,72.76,62.23,Good
S5023,63.18,90.19,97.18,Good
S5024,56.33,62.79,68.38,Average
S5025,68.49,84.68,83.23,Good
S5026,86.93,70.26,67.26,Good
S5027,64.7,51.57,90.36,Average
S5028,78.74,70.65,94.85,Good
S5029,70.78,77.5,89.4,Good
S5030,55.89,57.59,92.42,Average
S5031,66.51,59.2,55.09,Average
S5032,86.24,73.24,96.2,Excellent
S5033,80.6,67.14,81.22,Good
S5034,55.99,72.04,93.46,Good
S5035,58.17,73.04,84.22,Good
S5036,82.04,57.0,60.09,Average
S5037,90.67,59.06,80.48,Good
S5038,67.47,92.41,54.55,Good
S5039,79.77,58.14,84.79,Good
S5040,58.53,83.3,70.45,Average
S5041,65.57,70.93,57.59,Average
S5042,51.01,98.41,98.96,Good
S5043,88.41,53.31,95.05,Good
S5044,70.05,91.52,94.68,Good
S5045,90.81,74.57,89.44,Excellent
S5046,85.42,50.27,84.6,Good
S5047,91.44,63.18,82.75,Good
S5048,64.28,70.38,55.3,Average
S5049,59.26,65.71,95.03,Good
S5050,98.6,68.12,94.06,Excellent
S5051,85.87,95.83,87.39,Excellent
S5052,91.7,68.05,96.37,Excellent
S5053,50.66,70.94,77.65,Average
S5054,67.72,88.06,72.38,Good
S5055,87.14,89.69,98.4,Excellent
S5056,53.9,54.2,73.21,Poor
S5057,78.37,85.2,82.07,Good
S5058,71.45,74.13,68.65,Good
S5059,50.88,56.69,81.82,Average
S5060,61.8,63.24,86.0,Average
S5061,64.24,52.25,81.23,Average
S5062,55.59,68.01,75.73,Average
S5063,81.58,62.77,65.01,Good
S5064,62.12,69.11,82.19,Good
S5065,63.88,79.02,95.42,Good
S5066,94.91,86.62,50.35,Good
S5067,73.36,80.27,56.7,Good
S5068,69.61,83.92,55.99,Average
S5069,86.19,93.28,96.16,Excellent
S5070,95.48,93.69,83.14,Excellent
S5071,51.25,93.04,97.59,Good
S5072,72.41,57.66,79.14,Good
S5073,80.54,62.55,73.09,Good
S5074,65.93,75.12,89.62,Good
S5075,88.62,67.94,58.05,Good
S5076,98.57,56.58,69.07,Good
S5077,97.17,64.39,73.31,Good
S5078,63.3,98.77,64.92,Good
S5079,61.32,67.35,68.56,Average
S5080,97.87,70.95,53.91,Good
S5081,72.93,50.32,59.9,Average
S5082,60.41,85.97,66.77,Average
S5083,85.35,70.68,89.79,Good
S5084,64.22,55.16,59.12,Poor
S5085,63.36,98.43,67.33,Good
S5086,93.96,88.87,53.25,Good
S5087,58.12,86.31,77.86,Good
S5088,53.22,97.89,80.56,Good
S5089,63.46,70.37,93.28,Good
S5090,80.35,85.93,90.96,Excellent
S5091,56.15,60.31,64.27,Poor
S5092,73.58,84.86,56.85,Good
S5093,81.37,50.7,57.8,Average
S5094,92.44,56.32,98.45,Good
S5095,61.49,71.26,83.66,Good
S5096,90.87,50.6,52.13,Average
S5097,61.75,73.1,56.84,Average
S5098,83.84,76.14,74.29,Good
S5099,71.53,81.08,60.39,Good
S5100,55.73,55.02,90.18,Average
S5101,85.71,59.05,78.66,Good
S5102,60.89,80.66,80.63,Good
S5103,58.83,82.91,73.14,Good
S5104,67.92,51.3,62.8,Average
S5105,82.66,77.02,79.47,Good
S5106,61.7,89.25,85.85,Good
S5107,59.18,53.46,68.55,Average
S5108,50.5,70.66,75.25,Average
S5109,73.58,66.33,91.98,Good
S5110,71.43,95.68,57.43,Good
S5111,61.69,59.29,77.26,Average
S5112,52.68,65.92,67.42,Average
S5113,71.46,94.92,85.14,Good
S5114,89.41,66.53,50.94,Good
S5115,85.76,76.57,83.52,Good
S5116,93.04,51.65,55.14,Average
S5117,50.48,99.25,53.24,Average
S5118,98.32,91.25,86.23,Excellent
S5119,67.07,81.72,82.02,Good
S5120,99.52,53.04,94.75,Good
S5121,62.63,53.74,75.98,Average
S5122,73.58,77.25,76.5,Good
S5123,67.7,64.25,85.35,Good
S5124,67.79,81.14,66.17,Good
S5125,92.11,79.91,51.85,Good
S5126,87.32,91.93,61.5,Good
S5127,99.61,64.07,61.9,Good
S5128,80.68,78.89,66.78,Good
S5129,73.16,88.87,97.17,Excellent
S5130,54.5,74.54,90.24,Good
S5131,99.83,91.53,96.8,Excellent
S5132,77.58,56.56,99.93,Good
S5133,85.02,86.69,71.69,Good
S5134,70.34,97.15,61.35,Good
S5135,77.39,66.59,78.0,Good
S5136,97.13,68.32,94.06,Excellent
S5137,58.32,54.18,73.29,Average
S5138,64.62,82.07,75.27,Good
S5139,57.6,77.62,56.72,Average
S5140,89.61,52.02,71.02,Good
S5141,53.1,87.61,69.35,Average
S5142,54.08,91.46,67.58,Average
S5143,64.92,95.36,94.36,Good
S5144,75.71,77.29,52.97,Average
S5145,70.31,72.63,98.61,Good
S5146,52.24,93.81,50.41,Average
S5147,97.87,69.93,97.28,Excellent
S5148,97.64,82.77,77.4,Excellent
S5149,63.97,80.77,85.12,Good
S5150,86.58,68.61,59.36,Good
S5151,78.93,54.34,82.71,Good
S5152,61.87,51.07,94.1,Average
S5153,63.11,71.41,56.97,Average
S5154,74.56,74.06,56.35,Average
S5155,70.96,91.13,65.2,Good
S5156,64.56,70.72,58.09,Average
S5157,90.38,64.06,55.53,Good
S5158,74.07,73.1,83.92,Good
S5159,82.74,61.9,60.69,Average
S5160,59.46,54.57,83.35,Average
S5161,76.68,55.65,93.1,Good
S5162,65.9,65.96,82.6,Good
S5163,76.32,50.63,55.97,Average
S5164,89.04,61.01,78.68,Good
S5165,88.45,89.38,69.68,Good
S5166,67.71,61.73,67.17,Average
S5167,84.71,55.54,65.93,Good
S5168,97.06,97.45,96.47,Excellent
S5169,81.28,81.12,87.13,Good
S5170,57.42,53.0,56.69,Poor
S5171,83.99,53.11,73.8,Good
S5172,55.25,80.61,65.91,Average
S5173,93.61,77.01,98.9,Excellent
S5174,75.83,53.42,98.9,Good
S5175,69.26,61.22,65.98,Average
S5176,52.85,96.45,67.61,Good
S5177,69.04,78.6,79.97,Good
S5178,95.16,72.02,73.97,Good
S5179,51.05,62.51,60.66,Poor
S5180,73.73,56.68,83.02,Good
S5181,96.56,70.13,66.71,Good
S5182,69.74,96.12,82.69,Good
S5183,71.41,52.44,69.18,Average
S5184,78.93,99.55,85.01,Excellent
S5185,73.15,60.39,83.39,Good
S5186,58.43,70.44,75.44,Average
S5187,50.93,52.25,85.24,Average
S5188,80.49,79.24,73.05,Good
S5189,96.04,74.18,55.81,Good
S5190,55.32,83.34,59.11,Average
S5191,60.55,77.13,62.3,Average
S5192,68.51,69.91,53.16,Average
S5193,90.44,86.89,85.57,Excellent
S5194,63.46,51.25,68.37,Average
S5195,94.1,77.05,54.68,Good
S5196,52.75,55.69,91.0,Average
S5197,97.05,71.8,84.18,Excellent
S5198,78.04,89.56,72.61,Good
S5199,82.94,57.12,62.37,Average
S5200,68.38,96.79,57.59,Good
S5201,89.1,94.43,72.92,Excellent
S5202,58.33,70.75,94.26,Good
S5203,52.45,50.3,59.42,Poor
S5204,69.78,89.49,78.43,Good
S5205,92.68,94.04,98.08,Excellent
S5206,87.75,58.74,81.86,Good
S5207,75.86,95.81,72.0,Good
S5208,78.61,95.7,85.82,Excellent
S5209,56.49,73.56,91.23,Good
S5210,92.03,89.9,79.53,Excellent
S5211,89.35,72.25,93.59,Excellent
S5212,82.82,78.2,75.73,Good
S5213,73.31,65.99,91.5,Good
S5214,98.22,57.97,97.6,Excellent
S5215,93.95,87.33,75.06,Excellent
S5216,82.22,50.07,80.25,Good
S5217,68.59,78.98,80.47,Good
S5218,80.9,93.23,89.07,Excellent
S5219,78.77,61.06,91.15,Good
S5220,69.71,66.64,51.36,Average
S5221,65.33,79.37,86.67,Good
S5222,70.35,62.34,89.19,Good
S5223,78.7,92.37,85.02,Good
S5224,71.41,68.33,85.68,Good
S5225,63.18,79.08,52.07,Average
S5226,88.05,61.31,72.1,Good
S5227,76.57,52.07,90.91,Good
S5228,53.38,58.69,96.7,Average
S5229,68.42,52.31,61.47,Average
S5230,94.25,73.43,78.96,Good
S5231,87.76,79.33,90.22,Excellent
S5232,66.16,52.23,87.62,Average
S5233,96.91,54.52,80.94,Good
S5234,53.83,74.28,50.93,Poor
S5235,98.06,89.96,86.19,Excellent
S5236,62.29,81.4,88.66,Good
S5237,50.45,55.24,86.14,Average
S5238,71.69,94.38,88.29,Good
S5239,67.95,95.87,71.55,Good
S5240,76.95,66.25,99.69,Good
S5241,89.84,80.8,88.54,Excellent
S5242,92.12,74.62,78.93,Good
S5243,70.06,97.1,96.71,Excellent
S5244,71.49,75.44,95.41,Good
S5245,57.41,98.0,90.73,Good
S5246,52.38,59.97,78.18,Average
S5247,82.06,67.28,76.36,Good
S5248,53.22,89.07,66.44,Average
S5249,86.69,89.18,62.54,Good
S5250,76.95,86.61,75.62,Good
S5251,59.93,92.98,78.89,Good
S5252,76.98,85.13,62.23,Good
S5253,59.15,81.8,96.13,Good
S5254,71.94,72.95,77.86,Good
S5255,89.98,73.35,76.33,Good
S5256,73.1,70.31,71.78,Good
S5257,57.43,81.01,52.9,Average
S5258,86.19,70.33,94.12,Good
S5259,59.34,57.37,65.85,Average
S5260,86.93,55.33,82.12,Good
S5261,73.97,96.22,80.37,Good
S5262,72.69,51.24,79.22,Average
S5263,92.57,55.27,76.29,Good
S5264,85.43,72.27,59.07,Good
S5265,51.65,63.15,64.03,Poor
S5266,64.81,70.29,76.21,Average
S5267,93.55,55.87,89.47,Good
S5268,50.92,56.55,71.6,Poor
S5269,77.26,90.03,60.2,Good
S5270,86.39,87.96,54.4,Good
S5271,81.09,55.21,83.15,Good
S5272,88.03,83.39,71.17,Good
S5273,86.28,80.47,56.27,Good
S5274,84.6,85.67,83.72,Good
S5275,91.08,73.72,60.38,Good
S5276,82.28,63.5,75.45,Good
S5277,70.12,83.18,65.31,Good
S5278,73.6,68.57,96.58,Good
S5279,85.84,60.95,61.41,Good
S5280,93.82,70.43,71.0,Good
S5281,63.61,88.16,97.97,Good
S5282,67.1,73.79,65.94,Average
S5283,96.54,64.99,82.23,Good
S5284,78.93,91.59,65.84,Good
S5285,58.95,94.08,55.53,Average
S5286,83.18,71.66,81.38,Good
S5287,99.54,68.73,95.8,Excellent
S5288,91.17,80.63,72.63,Good
S5289,87.29,52.9,81.31,Good
S5290,60.4,84.57,80.44,Good
S5291,93.81,89.11,70.75,Excellent
S5292,76.29,69.87,80.74,Good
S5293,94.46,58.73,62.97,Good
S5294,66.49,51.44,68.9,Average
S5295,53.1,81.86,72.12,Average
S5296,73.8,63.45,93.2,Good
S5297,63.49,73.19,67.42,Average
S5298,85.76,69.32,81.76,Good
S5299,97.86,58.74,60.67,Good
S5300,84.55,75.42,62.63,Good
S5301,94.35,72.98,82.42,Good
S5302,72.65,81.21,88.12,Good
S5303,88.58,62.59,73.11,Good
S5304,92.15,60.73,66.75,Good
S5305,85.54,90.72,95.51,Excellent
S5306,75.39,85.11,56.79,Good
S5307,81.29,88.61,86.04,Good
S5308,85.03,56.16,84.51,Good
S5309,62.65,61.2,84.51,Average
S5310,90.48,78.78,96.77,Excellent
S5311,97.52,92.86,86.41,Excellent
S5312,73.26,94.61,65.08,Good
S5313,85.05,91.6,67.67,Good
S5314,86.85,52.17,69.56,Good
S5315,83.11,91.04,51.54,Good
S5316,77.36,94.95,95.68,Excellent
S5317,94.08,52.84,53.68,Average
S5318,72.45,70.81,84.99,Good
S5319,53.06,76.83,86.51,Good
S5320,92.23,61.64,92.19,Good
S5321,83.7,75.83,77.67,Good
S5322,92.46,94.3,86.26,Excellent
S5323,56.93,93.35,65.14,Good
S5324,51.54,96.99,87.28,Good
S5325,96.72,74.21,67.17,Good
S5326,57.39,70.53,95.14,Good
S5327,90.48,83.29,58.17,Good
S5328,91.16,70.84,65.79,Good
S5329,85.44,52.1,74.94,Good
S5330,56.56,86.0,88.79,Good
S5331,83.37,64.05,87.44,Good
S5332,94.45,52.45,60.54,Good
S5333,71.28,51.03,57.21,Average
S5334,70.68,96.57,65.2,Good
S5335,72.14,62.6,74.19,Average
S5336,54.11,72.39,76.95,Average
S5337,94.6,97.53,71.46,Excellent
S5338,93.46,73.38,83.15,Good
S5339,99.9,53.93,71.38,Good
S5340,79.26,77.6,97.32,Good
S5341,87.56,54.41,63.05,Good
S5342,60.13,54.75,81.37,Average
S5343,83.38,92.57,80.57,Excellent
